Country,Commodity,Year,Variable,Value,Region
Austria,apples,2023,Self sufficiency,,Central Europe
Austria,barley,2015,Self sufficiency,0.9136661501067744,Central Europe
Austria,barley,2016,Self sufficiency,0.948585576041429,Central Europe
Austria,barley,2017,Self sufficiency,0.9007179553566275,Central Europe
Austria,barley,2018,Self sufficiency,0.8498521908634871,Central Europe
Austria,barley,2019,Self sufficiency,0.863744710092493,Central Europe
Austria,barley,2020,Self sufficiency,0.928881364153514,Central Europe
Austria,barley,2021,Self sufficiency,0.8837206923230034,Central Europe
Austria,barley,2022,Self sufficiency,0.8120598619217233,Central Europe
Austria,barley,2023,Self sufficiency,0.7884897602841953,Central Europe
Austria,barley,2024,Self sufficiency,,Central Europe
Austria,butter,2015,Self sufficiency,0.80586697141299,Central Europe
Austria,butter,2016,Self sufficiency,0.8158227542301808,Central Europe
Austria,butter,2017,Self sufficiency,0.8527547027116948,Central Europe
Austria,butter,2018,Self sufficiency,0.8325676538901048,Central Europe
Austria,butter,2019,Self sufficiency,0.7723952304716827,Central Europe
Austria,butter,2020,Self sufficiency,0.7647809880296416,Central Europe
Austria,butter,2021,Self sufficiency,0.77474410033894,Central Europe
Austria,butter,2022,Self sufficiency,0.7499611322048249,Central Europe
Austria,butter,2023,Self sufficiency,0.7276103575537893,Central Europe
Austria,milk,2015,Self sufficiency,4.999284754948576,Central Europe
Austria,milk,2016,Self sufficiency,2.399108022917185,Central Europe
Austria,milk,2017,Self sufficiency,2.520524449501577,Central Europe
Austria,milk,2018,Self sufficiency,2.2881912455153754,Central Europe
Austria,milk,2019,Self sufficiency,2.9346296712851574,Central Europe
Austria,milk,2020,Self sufficiency,2.4833808190497684,Central Europe
Austria,milk,2021,Self sufficiency,2.352369489588187,Central Europe
Austria,milk,2022,Self sufficiency,2.347358465813844,Central Europe
Austria,milk,2023,Self sufficiency,2.450484190414992,Central Europe
Austria,oats,2015,Self sufficiency,1.172031448041323,Central Europe
Austria,oats,2016,Self sufficiency,1.096610456062168,Central Europe
Austria,oats,2017,Self sufficiency,0.9995021261810229,Central Europe
Austria,oats,2018,Self sufficiency,1.0538001207159629,Central Europe
Austria,oats,2019,Self sufficiency,1.0418501330250212,Central Europe
Austria,oats,2020,Self sufficiency,1.0210694032455017,Central Europe
Austria,oats,2021,Self sufficiency,1.0375317544282754,Central Europe
Austria,oats,2022,Self sufficiency,1.1292836112789664,Central Europe
Austria,oats,2023,Self sufficiency,1.2285288900639737,Central Europe
Austria,oats,2024,Self sufficiency,,Central Europe
Austria,soy,2015,Self sufficiency,0.7833372277808236,Central Europe
Austria,soy,2016,Self sufficiency,0.8064972176902997,Central Europe
Austria,soy,2017,Self sufficiency,0.8887126350543284,Central Europe
Austria,soy,2018,Self sufficiency,0.7842544943528081,Central Europe
Austria,soy,2019,Self sufficiency,0.7913374747984486,Central Europe
Austria,soy,2020,Self sufficiency,0.7989138149253932,Central Europe
Austria,soy,2021,Self sufficiency,0.7957626581157706,Central Europe
Austria,soy,2022,Self sufficiency,0.9005978706765077,Central Europe
Austria,soy,2023,Self sufficiency,0.9020169682195665,Central Europe
Austria,soy,2024,Self sufficiency,,Central Europe
Austria,sunflower,2015,Self sufficiency,0.3856597830786328,Central Europe
Austria,sunflower,2016,Self sufficiency,0.4024602113307017,Central Europe
Austria,sunflower,2017,Self sufficiency,0.3470016668574231,Central Europe
Austria,sunflower,2018,Self sufficiency,0.3601386264951837,Central Europe
Austria,sunflower,2019,Self sufficiency,0.5181048005574886,Central Europe
Austria,sunflower,2020,Self sufficiency,0.4706794871671348,Central Europe
Austria,sunflower,2021,Self sufficiency,0.4200623779080794,Central Europe
Austria,sunflower,2022,Self sufficiency,0.4236373660539875,Central Europe
Austria,sunflower,2023,Self sufficiency,0.4277304804838843,Central Europe
Austria,sunflower,2024,Self sufficiency,,Central Europe
Austria,wine,2015,Self sufficiency,0.9092023326248946,Central Europe
Austria,wine,2016,Self sufficiency,0.817794746410584,Central Europe
Austria,wine,2017,Self sufficiency,1.0230394380024033,Central Europe
Austria,wine,2018,Self sufficiency,1.0928379391490888,Central Europe
Austria,wine,2019,Self sufficiency,0.9539256721235434,Central Europe
Austria,wine,2020,Self sufficiency,0.9970057206574022,Central Europe
Austria,wine,2021,Self sufficiency,1.8799383923192552,Central Europe
Austria,wine,2022,Self sufficiency,0.6769346202194898,Central Europe
Austria,wine,2023,Self sufficiency,,Central Europe
Belgium,apples,2015,Self sufficiency,1.0871625247729235,Western Europe
Belgium,apples,2016,Self sufficiency,0.9009893226674374,Western Europe
Belgium,apples,2017,Self sufficiency,0.3869419246357355,Western Europe
Belgium,apples,2018,Self sufficiency,0.902847627085162,Western Europe
Belgium,apples,2019,Self sufficiency,1.1178209123522476,Western Europe
Belgium,apples,2020,Self sufficiency,0.6938350499188779,Western Europe
Belgium,apples,2021,Self sufficiency,0.9307155884728068,Western Europe
Belgium,apples,2022,Self sufficiency,1.0229900770305524,Western Europe
Belgium,apples,2023,Self sufficiency,,Western Europe
Belgium,barley,2015,Self sufficiency,0.4619546035825642,Western Europe
Belgium,barley,2016,Self sufficiency,0.2855214699674342,Western Europe
Belgium,barley,2017,Self sufficiency,0.2973441654164827,Western Europe
Belgium,barley,2018,Self sufficiency,0.2462493567561766,Western Europe
Belgium,barley,2019,Self sufficiency,0.2610883055860631,Western Europe
Belgium,barley,2020,Self sufficiency,0.251905666094538,Western Europe
Belgium,barley,2021,Self sufficiency,0.2273982310368947,Western Europe
Belgium,barley,2022,Self sufficiency,0.2857418191720983,Western Europe
Belgium,barley,2023,Self sufficiency,0.3237194045235304,Western Europe
Belgium,barley,2024,Self sufficiency,,Western Europe
Belgium,butter,2015,Self sufficiency,1.443518266089613,Western Europe
Belgium,butter,2016,Self sufficiency,3.309426241454124,Western Europe
Belgium,butter,2017,Self sufficiency,1.8509459992964568,Western Europe
Belgium,butter,2018,Self sufficiency,3.170396360945278,Western Europe
Belgium,butter,2019,Self sufficiency,1.4954210597568725,Western Europe
Belgium,butter,2020,Self sufficiency,1.6652411422176452,Western Europe
Belgium,butter,2021,Self sufficiency,3.064935474030108,Western Europe
Belgium,butter,2022,Self sufficiency,1.6832984478290098,Western Europe
Belgium,butter,2023,Self sufficiency,2.143652232364166,Western Europe
Belgium,milk,2015,Self sufficiency,0.8560830774001017,Western Europe
Belgium,milk,2016,Self sufficiency,0.6073000288488015,Western Europe
Belgium,milk,2017,Self sufficiency,0.5785087701345286,Western Europe
Belgium,milk,2018,Self sufficiency,0.6383309980793715,Western Europe
Belgium,milk,2019,Self sufficiency,0.7270406694089554,Western Europe
Belgium,milk,2020,Self sufficiency,1.1850878550437745,Western Europe
Belgium,milk,2021,Self sufficiency,1.172870693248445,Western Europe
Belgium,milk,2022,Self sufficiency,1.7262118869169154,Western Europe
Belgium,milk,2023,Self sufficiency,1.282378299605903,Western Europe
Belgium,oats,2015,Self sufficiency,0.1962937876887276,Western Europe
Belgium,oats,2016,Self sufficiency,0.1446116713092506,Western Europe
Belgium,oats,2017,Self sufficiency,0.1686636577973071,Western Europe
Belgium,oats,2018,Self sufficiency,0.1797798234526572,Western Europe
Belgium,oats,2019,Self sufficiency,0.1576118300507691,Western Europe
Belgium,oats,2020,Self sufficiency,0.1340124934025193,Western Europe
Belgium,oats,2021,Self sufficiency,0.0983757781565336,Western Europe
Belgium,oats,2022,Self sufficiency,0.1018620392307282,Western Europe
Belgium,oats,2023,Self sufficiency,0.0665653509383881,Western Europe
Belgium,oats,2024,Self sufficiency,,Western Europe
Belgium,soy,2015,Self sufficiency,0.0,Western Europe
Belgium,soy,2016,Self sufficiency,0.0,Western Europe
Belgium,soy,2017,Self sufficiency,0.0,Western Europe
Belgium,soy,2018,Self sufficiency,0.0,Western Europe
Belgium,soy,2019,Self sufficiency,0.0,Western Europe
Belgium,soy,2020,Self sufficiency,0.0,Western Europe
Belgium,soy,2021,Self sufficiency,0.0,Western Europe
Belgium,soy,2022,Self sufficiency,0.0,Western Europe
Belgium,soy,2023,Self sufficiency,0.0,Western Europe
Belgium,soy,2024,Self sufficiency,,Western Europe
Belgium,sunflower,2015,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2016,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2017,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2018,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2019,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2020,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2021,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2022,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2023,Self sufficiency,0.0,Western Europe
Belgium,sunflower,2024,Self sufficiency,,Western Europe
Belgium,wine,2015,Self sufficiency,,Western Europe
Belgium,wine,2016,Self sufficiency,,Western Europe
Belgium,wine,2017,Self sufficiency,,Western Europe
Belgium,wine,2018,Self sufficiency,,Western Europe
Belgium,wine,2019,Self sufficiency,,Western Europe
Belgium,wine,2020,Self sufficiency,,Western Europe
Belgium,wine,2021,Self sufficiency,,Western Europe
Belgium,wine,2022,Self sufficiency,,Western Europe
Bulgaria,apples,2015,Self sufficiency,0.5069376042505426,South Eastern Europe
Bulgaria,apples,2016,Self sufficiency,0.5040645440459167,South Eastern Europe
Bulgaria,apples,2017,Self sufficiency,0.5173026689789662,South Eastern Europe
Bulgaria,apples,2018,Self sufficiency,0.507679884558237,South Eastern Europe
Bulgaria,apples,2019,Self sufficiency,0.3971073759226532,South Eastern Europe
Bulgaria,apples,2020,Self sufficiency,0.4194159760451567,South Eastern Europe
Bulgaria,apples,2021,Self sufficiency,0.4661734516961455,South Eastern Europe
Bulgaria,apples,2022,Self sufficiency,0.4607689819218978,South Eastern Europe
Bulgaria,apples,2023,Self sufficiency,,South Eastern Europe
Bulgaria,barley,2015,Self sufficiency,3.866755258598907,South Eastern Europe
Bulgaria,barley,2016,Self sufficiency,1.6111622220269468,South Eastern Europe
Bulgaria,barley,2017,Self sufficiency,2.245702500657712,South Eastern Europe
Bulgaria,barley,2018,Self sufficiency,1.7242754554218755,South Eastern Europe
Bulgaria,barley,2019,Self sufficiency,2.2499917461106094,South Eastern Europe
Bulgaria,barley,2020,Self sufficiency,2.1731937500819027,South Eastern Europe
Bulgaria,barley,2021,Self sufficiency,2.6739223823024294,South Eastern Europe
Bulgaria,barley,2022,Self sufficiency,1.5789490385963607,South Eastern Europe
Bulgaria,barley,2023,Self sufficiency,2.3851880789281226,South Eastern Europe
Bulgaria,barley,2024,Self sufficiency,,South Eastern Europe
Bulgaria,butter,2015,Self sufficiency,0.1684356051754114,South Eastern Europe
Bulgaria,butter,2016,Self sufficiency,0.1385999770617037,South Eastern Europe
Bulgaria,butter,2017,Self sufficiency,0.1850806782540567,South Eastern Europe
Bulgaria,butter,2018,Self sufficiency,0.1947945720110202,South Eastern Europe
Bulgaria,butter,2019,Self sufficiency,0.1735706710025575,South Eastern Europe
Bulgaria,butter,2020,Self sufficiency,0.1390183933055502,South Eastern Europe
Bulgaria,butter,2021,Self sufficiency,0.167435248034424,South Eastern Europe
Bulgaria,butter,2022,Self sufficiency,0.221472286941346,South Eastern Europe
Bulgaria,butter,2023,Self sufficiency,0.1303307603360681,South Eastern Europe
Bulgaria,milk,2015,Self sufficiency,0.7288188344496617,South Eastern Europe
Bulgaria,milk,2016,Self sufficiency,0.5551253826825958,South Eastern Europe
Bulgaria,milk,2017,Self sufficiency,0.6406348890989385,South Eastern Europe
Bulgaria,milk,2018,Self sufficiency,0.6788684404038391,South Eastern Europe
Bulgaria,milk,2019,Self sufficiency,0.7572369726460759,South Eastern Europe
Bulgaria,milk,2020,Self sufficiency,0.7427728552908396,South Eastern Europe
Bulgaria,milk,2021,Self sufficiency,0.5903187002120396,South Eastern Europe
Bulgaria,milk,2022,Self sufficiency,0.512670839619708,South Eastern Europe
Bulgaria,milk,2023,Self sufficiency,0.4108485099914669,South Eastern Europe
Bulgaria,oats,2015,Self sufficiency,1.144397357133281,South Eastern Europe
Bulgaria,oats,2016,Self sufficiency,1.1320415501470409,South Eastern Europe
Bulgaria,oats,2017,Self sufficiency,1.114448079298597,South Eastern Europe
Bulgaria,oats,2018,Self sufficiency,1.204634139827053,South Eastern Europe
Bulgaria,oats,2019,Self sufficiency,7.814200235040493,South Eastern Europe
Bulgaria,oats,2020,Self sufficiency,1.420918109216071,South Eastern Europe
Bulgaria,oats,2021,Self sufficiency,1.348369270881611,South Eastern Europe
Bulgaria,oats,2022,Self sufficiency,1.2090367861445257,South Eastern Europe
Bulgaria,oats,2023,Self sufficiency,1.6300359553331027,South Eastern Europe
Bulgaria,oats,2024,Self sufficiency,,South Eastern Europe
Bulgaria,soy,2015,Self sufficiency,0.614183094781092,South Eastern Europe
Bulgaria,soy,2016,Self sufficiency,0.973484723152116,South Eastern Europe
Bulgaria,soy,2017,Self sufficiency,1.139995948454399,South Eastern Europe
Bulgaria,soy,2018,Self sufficiency,0.6498186077772005,South Eastern Europe
Bulgaria,soy,2019,Self sufficiency,1.0360122441458144,South Eastern Europe
Bulgaria,soy,2020,Self sufficiency,0.8067229717256736,South Eastern Europe
Bulgaria,soy,2021,Self sufficiency,0.7255457206755284,South Eastern Europe
Bulgaria,soy,2022,Self sufficiency,0.7815787466508958,South Eastern Europe
Bulgaria,soy,2023,Self sufficiency,0.4718826000133542,South Eastern Europe
Bulgaria,soy,2024,Self sufficiency,,South Eastern Europe
Bulgaria,sunflower,2015,Self sufficiency,1.4648994259123262,South Eastern Europe
Bulgaria,sunflower,2016,Self sufficiency,1.389795825132236,South Eastern Europe
Bulgaria,sunflower,2017,Self sufficiency,1.4583399819756808,South Eastern Europe
Bulgaria,sunflower,2018,Self sufficiency,1.2609829605993386,South Eastern Europe
Bulgaria,sunflower,2019,Self sufficiency,1.0381693812373047,South Eastern Europe
Bulgaria,sunflower,2020,Self sufficiency,0.9799458264893348,South Eastern Europe
Bulgaria,sunflower,2021,Self sufficiency,0.8442018229372633,South Eastern Europe
Bulgaria,sunflower,2022,Self sufficiency,0.8931960969554568,South Eastern Europe
Bulgaria,sunflower,2023,Self sufficiency,1.086099898361522,South Eastern Europe
Bulgaria,sunflower,2024,Self sufficiency,,South Eastern Europe
Bulgaria,wine,2015,Self sufficiency,1.3059907720086608,South Eastern Europe
Bulgaria,wine,2016,Self sufficiency,1.4280743854946445,South Eastern Europe
Bulgaria,wine,2017,Self sufficiency,1.0297625077276509,South Eastern Europe
Bulgaria,wine,2018,Self sufficiency,1.071506107811338,South Eastern Europe
Bulgaria,wine,2019,Self sufficiency,1.096342576867888,South Eastern Europe
Bulgaria,wine,2020,Self sufficiency,1.0194151454658809,South Eastern Europe
Bulgaria,wine,2021,Self sufficiency,1.0424218932055584,South Eastern Europe
Bulgaria,wine,2022,Self sufficiency,0.8823952132492325,South Eastern Europe
Bulgaria,wine,2023,Self sufficiency,,South Eastern Europe
Croatia,apples,2015,Self sufficiency,1.1994099920429662,South Eastern Europe
Croatia,apples,2016,Self sufficiency,0.9254213646865028,South Eastern Europe
Croatia,apples,2017,Self sufficiency,1.0173473682168173,South Eastern Europe
Croatia,apples,2018,Self sufficiency,1.08155938021051,South Eastern Europe
Croatia,apples,2019,Self sufficiency,1.0627150355675252,South Eastern Europe
Croatia,apples,2020,Self sufficiency,0.8533921519664288,South Eastern Europe
Croatia,apples,2021,Self sufficiency,0.9928562916948912,South Eastern Europe
Croatia,apples,2022,Self sufficiency,0.6987530713377029,South Eastern Europe
Croatia,apples,2023,Self sufficiency,,South Eastern Europe
Croatia,barley,2015,Self sufficiency,1.0800737235041642,South Eastern Europe
Croatia,barley,2016,Self sufficiency,1.0942396963800636,South Eastern Europe
Croatia,barley,2017,Self sufficiency,1.413405231697512,South Eastern Europe
Croatia,barley,2018,Self sufficiency,1.1633178397449502,South Eastern Europe
Croatia,barley,2019,Self sufficiency,1.3103718563642694,South Eastern Europe
Croatia,barley,2020,Self sufficiency,2.0259695830303004,South Eastern Europe
Croatia,barley,2021,Self sufficiency,1.8593751326401016,South Eastern Europe
Croatia,barley,2022,Self sufficiency,1.4250382307259155,South Eastern Europe
Croatia,barley,2023,Self sufficiency,1.412380524706674,South Eastern Europe
Croatia,barley,2024,Self sufficiency,,South Eastern Europe
Croatia,butter,2015,Self sufficiency,0.6668091014632579,South Eastern Europe
Croatia,butter,2016,Self sufficiency,0.6872097549387964,South Eastern Europe
Croatia,butter,2017,Self sufficiency,0.7378879157479578,South Eastern Europe
Croatia,butter,2018,Self sufficiency,0.6925017845770989,South Eastern Europe
Croatia,butter,2019,Self sufficiency,0.6750749737315015,South Eastern Europe
Croatia,butter,2020,Self sufficiency,0.6140493800369057,South Eastern Europe
Croatia,butter,2021,Self sufficiency,0.6000153685754632,South Eastern Europe
Croatia,butter,2022,Self sufficiency,0.5860431948464426,South Eastern Europe
Croatia,butter,2023,Self sufficiency,0.523898368241138,South Eastern Europe
Croatia,milk,2015,Self sufficiency,0.7192966588867717,South Eastern Europe
Croatia,milk,2016,Self sufficiency,0.6956533398372555,South Eastern Europe
Croatia,milk,2017,Self sufficiency,0.6860074543555282,South Eastern Europe
Croatia,milk,2018,Self sufficiency,0.7033508020671606,South Eastern Europe
Croatia,milk,2019,Self sufficiency,0.7152599484355303,South Eastern Europe
Croatia,milk,2020,Self sufficiency,0.6858661370903305,South Eastern Europe
Croatia,milk,2021,Self sufficiency,0.6549604293132781,South Eastern Europe
Croatia,milk,2022,Self sufficiency,0.6598337751941553,South Eastern Europe
Croatia,milk,2023,Self sufficiency,0.6106501721805306,South Eastern Europe
Croatia,oats,2015,Self sufficiency,1.0490246782982455,South Eastern Europe
Croatia,oats,2016,Self sufficiency,1.0637925754501598,South Eastern Europe
Croatia,oats,2017,Self sufficiency,1.1867816458287168,South Eastern Europe
Croatia,oats,2018,Self sufficiency,1.050926816414947,South Eastern Europe
Croatia,oats,2019,Self sufficiency,1.0778035281137723,South Eastern Europe
Croatia,oats,2020,Self sufficiency,1.1084249403719113,South Eastern Europe
Croatia,oats,2021,Self sufficiency,1.115548807070896,South Eastern Europe
Croatia,oats,2022,Self sufficiency,1.1081599963112156,South Eastern Europe
Croatia,oats,2023,Self sufficiency,1.0174670361628133,South Eastern Europe
Croatia,oats,2024,Self sufficiency,,South Eastern Europe
Croatia,soy,2015,Self sufficiency,3.9031504442841514,South Eastern Europe
Croatia,soy,2016,Self sufficiency,5.578935850900516,South Eastern Europe
Croatia,soy,2017,Self sufficiency,5.030893614263993,South Eastern Europe
Croatia,soy,2018,Self sufficiency,8.123117559689467,South Eastern Europe
Croatia,soy,2019,Self sufficiency,5.779508486257583,South Eastern Europe
Croatia,soy,2020,Self sufficiency,5.355049807338187,South Eastern Europe
Croatia,soy,2021,Self sufficiency,7.753756983978741,South Eastern Europe
Croatia,soy,2022,Self sufficiency,14.498117410856718,South Eastern Europe
Croatia,soy,2023,Self sufficiency,53.75305543683552,South Eastern Europe
Croatia,soy,2024,Self sufficiency,,South Eastern Europe
Croatia,sunflower,2015,Self sufficiency,2.0567588938371144,South Eastern Europe
Croatia,sunflower,2016,Self sufficiency,1.4894395476198825,South Eastern Europe
Croatia,sunflower,2017,Self sufficiency,1.3590152820142596,South Eastern Europe
Croatia,sunflower,2018,Self sufficiency,2.096253870023518,South Eastern Europe
Croatia,sunflower,2019,Self sufficiency,1.8087194637920787,South Eastern Europe
Croatia,sunflower,2020,Self sufficiency,1.6887281224969215,South Eastern Europe
Croatia,sunflower,2021,Self sufficiency,1.4372286293400425,South Eastern Europe
Croatia,sunflower,2022,Self sufficiency,1.8403027703147687,South Eastern Europe
Croatia,sunflower,2023,Self sufficiency,1.874647918250608,South Eastern Europe
Croatia,sunflower,2024,Self sufficiency,,South Eastern Europe
Croatia,wine,2015,Self sufficiency,0.7760578981543473,South Eastern Europe
Croatia,wine,2016,Self sufficiency,0.716210040788288,South Eastern Europe
Croatia,wine,2017,Self sufficiency,0.7089945812029428,South Eastern Europe
Croatia,wine,2018,Self sufficiency,0.8808744089292636,South Eastern Europe
Croatia,wine,2019,Self sufficiency,0.8290885551085739,South Eastern Europe
Croatia,wine,2020,Self sufficiency,0.6623054431539366,South Eastern Europe
Croatia,wine,2021,Self sufficiency,0.634147117283949,South Eastern Europe
Croatia,wine,2022,Self sufficiency,0.7937120692698905,South Eastern Europe
Croatia,wine,2023,Self sufficiency,,South Eastern Europe
Cyprus,apples,2015,Self sufficiency,0.1393092629954774,Southern Europe
Cyprus,apples,2016,Self sufficiency,0.1423912522408823,Southern Europe
Cyprus,apples,2017,Self sufficiency,0.127848090291921,Southern Europe
Cyprus,apples,2018,Self sufficiency,0.0710623108570561,Southern Europe
Cyprus,apples,2019,Self sufficiency,0.1320513823411418,Southern Europe
Cyprus,apples,2020,Self sufficiency,0.2411488439306358,Southern Europe
Cyprus,apples,2021,Self sufficiency,0.1417026129161508,Southern Europe
Cyprus,apples,2022,Self sufficiency,0.1983151147847885,Southern Europe
Cyprus,apples,2023,Self sufficiency,,Southern Europe
Cyprus,barley,2015,Self sufficiency,0.2463240920729055,Southern Europe
Cyprus,barley,2016,Self sufficiency,0.0149957324773487,Southern Europe
Cyprus,barley,2017,Self sufficiency,0.0894140327899522,Southern Europe
Cyprus,barley,2018,Self sufficiency,0.057061060413298,Southern Europe
Cyprus,barley,2019,Self sufficiency,0.1530724157120144,Southern Europe
Cyprus,barley,2020,Self sufficiency,0.1292251825252824,Southern Europe
Cyprus,barley,2021,Self sufficiency,0.1454834735570198,Southern Europe
Cyprus,barley,2022,Self sufficiency,0.1442487965960923,Southern Europe
Cyprus,barley,2023,Self sufficiency,0.0908368788935297,Southern Europe
Cyprus,barley,2024,Self sufficiency,,Southern Europe
Cyprus,butter,2015,Self sufficiency,0.0247760943064039,Southern Europe
Cyprus,butter,2016,Self sufficiency,0.0231589145416754,Southern Europe
Cyprus,butter,2017,Self sufficiency,0.0106903111643124,Southern Europe
Cyprus,butter,2018,Self sufficiency,0.0149877368196236,Southern Europe
Cyprus,butter,2019,Self sufficiency,0.006867312012012,Southern Europe
Cyprus,butter,2020,Self sufficiency,0.0060728762149851,Southern Europe
Cyprus,butter,2021,Self sufficiency,0.0073415185024344,Southern Europe
Cyprus,butter,2022,Self sufficiency,0.0092027429143365,Southern Europe
Cyprus,butter,2023,Self sufficiency,0.0327896868827546,Southern Europe
Cyprus,milk,2015,Self sufficiency,0.8434605177052756,Southern Europe
Cyprus,milk,2016,Self sufficiency,0.8689273439591724,Southern Europe
Cyprus,milk,2017,Self sufficiency,0.8184228771095611,Southern Europe
Cyprus,milk,2018,Self sufficiency,0.8499440918685822,Southern Europe
Cyprus,milk,2019,Self sufficiency,0.8280839917335236,Southern Europe
Cyprus,milk,2020,Self sufficiency,0.8470916614778923,Southern Europe
Cyprus,milk,2021,Self sufficiency,0.8228407195555487,Southern Europe
Cyprus,milk,2022,Self sufficiency,0.8274340763261454,Southern Europe
Cyprus,milk,2023,Self sufficiency,0.8036148000628882,Southern Europe
Cyprus,oats,2015,Self sufficiency,0.95565597022176,Southern Europe
Cyprus,oats,2016,Self sufficiency,0.8214342711765755,Southern Europe
Cyprus,oats,2017,Self sufficiency,0.805617620994724,Southern Europe
Cyprus,oats,2018,Self sufficiency,0.790832667715838,Southern Europe
Cyprus,oats,2019,Self sufficiency,0.724200362100181,Southern Europe
Cyprus,oats,2020,Self sufficiency,0.4695289149320927,Southern Europe
Cyprus,oats,2021,Self sufficiency,0.797960580747311,Southern Europe
Cyprus,oats,2022,Self sufficiency,0.8327558568016822,Southern Europe
Cyprus,oats,2023,Self sufficiency,0.7361963190184049,Southern Europe
Cyprus,oats,2024,Self sufficiency,,Southern Europe
Cyprus,soy,2015,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2016,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2017,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2018,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2019,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2020,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2021,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2022,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2023,Self sufficiency,0.0,Southern Europe
Cyprus,soy,2024,Self sufficiency,,Southern Europe
Cyprus,sunflower,2015,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2016,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2017,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2018,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2019,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2020,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2021,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2022,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2023,Self sufficiency,0.0,Southern Europe
Cyprus,sunflower,2024,Self sufficiency,,Southern Europe
Cyprus,wine,2015,Self sufficiency,0.3998722176428332,Southern Europe
Cyprus,wine,2016,Self sufficiency,0.3771308619794879,Southern Europe
Cyprus,wine,2017,Self sufficiency,0.5019573204293791,Southern Europe
Cyprus,wine,2018,Self sufficiency,0.603834504609057,Southern Europe
Cyprus,wine,2019,Self sufficiency,0.8980942288707227,Southern Europe
Cyprus,wine,2020,Self sufficiency,0.5447304061656474,Southern Europe
Cyprus,wine,2021,Self sufficiency,0.3506309191519949,Southern Europe
Cyprus,wine,2022,Self sufficiency,0.5748203732692578,Southern Europe
Cyprus,wine,2023,Self sufficiency,,Southern Europe
Czech Republic,apples,2015,Self sufficiency,0.9320755520908296,Central Europe
Czech Republic,apples,2016,Self sufficiency,0.6344206614913404,Central Europe
Czech Republic,apples,2017,Self sufficiency,0.6395690121329305,Central Europe
Czech Republic,apples,2018,Self sufficiency,0.7944454354842071,Central Europe
Czech Republic,apples,2019,Self sufficiency,0.4805446987199898,Central Europe
Czech Republic,apples,2020,Self sufficiency,0.651241760395891,Central Europe
Czech Republic,apples,2021,Self sufficiency,0.6467142931014487,Central Europe
Czech Republic,apples,2022,Self sufficiency,0.7671535937805086,Central Europe
Czech Republic,apples,2023,Self sufficiency,,Central Europe
Czech Republic,barley,2015,Self sufficiency,1.6396076542103928,Central Europe
Czech Republic,barley,2016,Self sufficiency,1.770089240652244,Central Europe
Czech Republic,barley,2017,Self sufficiency,1.4594633554401244,Central Europe
Czech Republic,barley,2018,Self sufficiency,1.4507380021095615,Central Europe
Czech Republic,barley,2019,Self sufficiency,1.3399980449346942,Central Europe
Czech Republic,barley,2020,Self sufficiency,1.71769729426453,Central Europe
Czech Republic,barley,2021,Self sufficiency,1.4976053127258435,Central Europe
Czech Republic,barley,2022,Self sufficiency,1.5853942807325252,Central Europe
Czech Republic,barley,2023,Self sufficiency,1.5649363356292008,Central Europe
Czech Republic,barley,2024,Self sufficiency,,Central Europe
Czech Republic,butter,2015,Self sufficiency,0.5707478041312459,Central Europe
Czech Republic,butter,2016,Self sufficiency,0.6106293107070245,Central Europe
Czech Republic,butter,2017,Self sufficiency,0.5924882585465524,Central Europe
Czech Republic,butter,2018,Self sufficiency,0.5480228361413806,Central Europe
Czech Republic,butter,2019,Self sufficiency,0.5741371143478824,Central Europe
Czech Republic,butter,2020,Self sufficiency,0.5302385344129192,Central Europe
Czech Republic,butter,2021,Self sufficiency,0.5095593213078599,Central Europe
Czech Republic,butter,2022,Self sufficiency,0.5519043819436814,Central Europe
Czech Republic,butter,2023,Self sufficiency,0.49951621483606,Central Europe
Czech Republic,milk,2015,Self sufficiency,-5.313061102789019,Central Europe
Czech Republic,milk,2016,Self sufficiency,-5.368108991914126,Central Europe
Czech Republic,milk,2017,Self sufficiency,-3.968102227918953,Central Europe
